TimeSeries ID,train,validation
593,0.048724930733442307,0.0485353238052792
592,0.04970584437251091,undefined
591,0.05441375449299812,undefined
590,0.05157564580440521,undefined
589,0.05216742306947708,undefined
588,0.050407566130161285,undefined
587,0.04928996413946152,undefined
586,0.05439750850200653,undefined
585,0.051654152572155,undefined
584,0.05056824907660484,undefined
583,0.051244065165519714,undefined
582,0.053033094853162766,undefined
581,0.0490250401198864,undefined
580,0.05166001617908478,undefined
579,0.047365158796310425,undefined
578,0.04819152131676674,undefined
577,0.048943161964416504,undefined
576,0.04892629757523537,undefined
575,0.052924614399671555,undefined
574,0.048755425959825516,undefined
573,0.0461832657456398,undefined
572,0.05014510452747345,undefined
571,0.04944693297147751,undefined
570,0.04963131994009018,undefined
569,0.048835381865501404,undefined
568,0.047975681722164154,undefined
567,0.04566021263599396,undefined
566,0.051965273916721344,undefined
565,0.04543596878647804,undefined
564,0.05223852023482323,undefined
563,0.04840756580233574,undefined
562,0.047521546483039856,undefined
561,0.05252986401319504,undefined
560,0.05033671483397484,undefined
559,0.052415795624256134,undefined
558,0.05504520609974861,undefined
557,0.051953066140413284,undefined
556,0.049652550369501114,undefined
555,0.05162763595581055,undefined
554,0.04925815016031265,undefined
553,0.04643595591187477,undefined
552,0.04826965928077698,undefined
551,0.05026920512318611,undefined
550,0.0520239993929863,undefined
549,0.05135197192430496,undefined
548,0.048835039138793945,undefined
547,0.0489194318652153,undefined
546,0.04897274076938629,undefined
545,0.050057683140039444,undefined
544,0.049723319709300995,undefined
543,0.05171322077512741,undefined
542,0.05105017498135567,undefined
541,0.0511208102107048,undefined
540,0.05001223832368851,undefined
539,0.04586934670805931,undefined
538,0.048274729400873184,undefined
537,0.05062352493405342,undefined
536,0.05244912579655647,undefined
535,0.05334680154919624,undefined
534,0.04704834893345833,undefined
533,0.04627593606710434,undefined
532,0.04915420338511467,undefined
531,0.050986044108867645,undefined
530,0.05241485312581062,undefined
529,0.04952489584684372,undefined
528,0.0513896681368351,undefined
527,0.05195549875497818,undefined
526,0.05042768269777298,undefined
525,0.0481235533952713,undefined
524,0.05298033356666565,undefined
523,0.051171693950891495,undefined
522,0.049733635038137436,undefined
521,0.04938698187470436,undefined
520,0.05290837213397026,undefined
519,0.05350587144494057,undefined
518,0.04806295037269592,undefined
517,0.04848302900791168,undefined
516,0.054523564875125885,undefined
515,0.051387567073106766,undefined
514,0.05144444853067398,undefined
513,0.05067053064703941,undefined
512,0.04904359579086304,undefined
511,0.05142473429441452,undefined
510,0.05408796668052673,undefined
509,0.04849080741405487,undefined
508,0.046843789517879486,undefined
507,0.05083265155553818,undefined
506,0.05156918242573738,undefined
505,0.049093130975961685,undefined
504,0.04902148246765137,undefined
503,0.05388646945357323,undefined
502,0.0513433963060379,undefined
501,0.05421668291091919,undefined
500,0.05193939432501793,0.04903238680627611
499,0.047944582998752594,undefined
498,0.04899527505040169,undefined
497,0.050997477024793625,undefined
496,0.05093679949641228,undefined
495,0.053276192396879196,undefined
494,0.04982805252075195,undefined
493,0.04943127557635307,undefined
492,0.04989849030971527,undefined
491,0.04930628836154938,undefined
